time,open,high,low,close,volume
1757446860,4298.64,4298.67,4298.64,4298.67,0.1161
1757446920,4298.78,4298.78,4298.78,4298.78,0.0151
1757446980,4298.78,4298.78,4298.78,4298.78,0.0
1757447040,4298.78,4298.78,4298.78,4298.78,0.0
1757447100,4298.78,4298.78,4298.78,4298.78,0.0
1757447160,4298.78,4298.78,4298.78,4298.78,0.0
1757447220,4298.78,4298.78,4298.78,4298.78,0.0
1757447280,4298.78,4298.78,4298.78,4298.78,0.0
1757447340,4298.78,4298.78,4298.78,4298.78,0.0
1757447400,4298.78,4298.78,4298.78,4298.78,0.0
1757447460,4299.97,4299.97,4299.97,4299.97,0.0176
1757447520,4299.97,4299.97,4299.97,4299.97,0.0
1757447580,4299.97,4299.97,4299.97,4299.97,0.0
1757447640,4299.97,4299.97,4299.97,4299.97,0.0
1757447700,4299.97,4299.97,4299.97,4299.97,0.0
1757447760,4299.97,4299.97,4299.97,4299.97,0.0
1757447820,4299.97,4299.97,4299.97,4299.97,0.0
1757447880,4299.97,4299.97,4299.97,4299.97,0.0
1757447940,4294.57,4294.57,4294.57,4294.57,0.0467
1757448000,4294.57,4294.57,4294.57,4294.57,0.0
1757448060,4299.31,4299.31,4291.74,4291.74,0.2781
1757448120,4291.74,4291.74,4291.74,4291.74,0.0505
1757448180,4291.74,4291.74,4291.74,4291.74,1.04
1757448240,4291.74,4291.74,4291.74,4291.74,3.5985
1757448300,4297.43,4297.43,4286.17,4297.01,0.0745
1757448360,4296.93,4296.93,4296.93,4296.93,0.0116
1757448420,4296.93,4296.93,4296.93,4296.93,0.0
